added_route_id,trip_id
50,72083025
40,72083026
50,72083026
40,72083027
50,72083027
40,72083028
50,72083028
40,72083029
50,72083029
40,72083032
50,72083032
40,72083033
50,72083033
40,72088572
50,72088572
40,72088574
50,72088574
40,72088580
50,72088580
40,72088581
50,72088581
40,72089943
50,72089943
40,72089946
50,72089946
40,72089947
50,72089947
40,72089948
50,72089948
40,72089949
50,72089949
40,72089950
50,72089950
40,72089953
50,72089953
40,72089954
50,72089954
40,72084556
50,72084556
40,72084635
50,72084635
40,69817805
50,69817805
40,69817808
50,69817808
40,69817812
50,69817812
40,69817814
50,69817814
40,69819200
50,69819200
40,69819208
50,69819208
40,69819209
50,69819209
40,69819212
50,69819212
40,69819213
50,69819213
40,69819214
50,69819214
40,69819215
50,69819215
40,69819216
50,69819216
40,69820562
50,69820562
40,69820732
50,69820732
40,72093633
50,72093633
40,72093801
50,72093801
40,72081587
50,72081587
40,72081590
50,72081590
40,72081592
50,72081592
40,72081594
50,72081594
40,72083024
50,72083024
40,72083030
50,72083030
40,72083031
50,72083031
40,72083034
50,72083034
40,72083035
50,72083035
40,72083036
50,72083036
40,72083037
50,72083037
40,72083038
50,72083038
40,72088570
50,72088570
40,72088573
50,72088573
40,72088577
50,72088577
40,72088579
50,72088579
40,72089944
50,72089944
40,72089951
50,72089951
40,72089952
50,72089952
40,72089955
50,72089955
40,72089956
50,72089956
40,72089957
50,72089957
40,72089958
50,72089958
40,72089959
50,72089959
40,72084466
50,72084466
40,72084634
50,72084634
441,69979854
442,69979854
441,69979954
442,69979954
441,70016212
442,70016212
441,71825629
442,71825629
441,71826713
442,71826713
441,71826745
442,71826745
441,71828491
442,71828491
441,71828524
442,71828524
441,71828955
442,71828955
441,69979856
442,69979856
441,69979860
442,69979860
441,69979928
442,69979928
441,70016381
442,70016381
441,70016382
442,70016382
441,71825753
442,71825753
441,71825754
442,71825754
441,71826715
442,71826715
441,71826716
442,71826716
441,71826734
442,71826734
441,71828494
442,71828494
441,71828495
442,71828495
441,71828514
442,71828514
441,71829079
442,71829079
441,71829080
442,71829080
62,69385457
76,69385457
62,69385458
76,69385458
62,69385459
76,69385459
62,69385461
76,69385461
62,69385462
76,69385462
62,69385468
76,69385468
62,69385471
76,69385471
62,69385472
76,69385472
62,69385473
76,69385473
62,69385478
76,69385478
62,69385481
76,69385481
62,69385482
76,69385482
62,69364125
76,69364125
62,69364134
76,69364134
62,69364141
76,69364141
62,69364150
76,69364150
62,69364151
76,69364151
62,69364154
76,69364154
62,69364155
76,69364155
62,69364164
76,69364164
62,69364136
76,69364136
62,69364174
76,69364174
62,69385460
76,69385460
62,69385463
76,69385463
62,69385464
76,69385464
62,69385465
76,69385465
62,69385466
76,69385466
62,69385469
76,69385469
62,69385474
76,69385474
62,69385475
76,69385475
62,69385476
76,69385476
62,69385477
76,69385477
62,69385479
76,69385479
62,69385480
76,69385480
62,69364124
76,69364124
62,69364143
76,69364143
62,69364157
76,69364157
62,69364159
76,69364159
62,69364175
76,69364175
62,69364138
76,69364138
62,69364139
76,69364139
62,69364156
76,69364156
62,69364161
76,69364161
62,69364165
76,69364165
741,68992142
742,68992142
743,68992142
741,68992149
742,68992149
743,68992149
741,68992150
742,68992150
743,68992150
741,68992151
742,68992151
743,68992151
741,68992152
742,68992152
743,68992152
741,68992153
742,68992153
743,68992153
741,68992154
742,68992154
743,68992154
741,68992155
742,68992155
743,68992155
741,68992156
742,68992156
743,68992156
741,68992157
742,68992157
743,68992157
741,68992158
742,68992158
743,68992158
741,68992159
742,68992159
743,68992159
741,68992160
742,68992160
743,68992160
741,68992161
742,68992161
743,68992161
741,68992165
742,68992165
743,68992165
741,68992167
742,68992167
743,68992167
741,68992178
742,68992178
743,68992178
741,68992180
742,68992180
743,68992180
741,68992181
742,68992181
743,68992181
741,68992191
742,68992191
743,68992191
741,68992195
742,68992195
743,68992195
741,68992198
742,68992198
743,68992198
741,68992204
742,68992204
743,68992204
741,68992206
742,68992206
743,68992206
741,68992216
742,68992216
743,68992216
741,68992217
742,68992217
743,68992217
741,68992630
742,68992630
743,68992630
741,68992631
742,68992631
743,68992631
741,68992639
742,68992639
743,68992639
741,68992823
742,68992823
743,68992823
741,68992827
742,68992827
743,68992827
741,68992828
742,68992828
743,68992828
741,68993486
742,68993486
743,68993486
741,68993489
742,68993489
743,68993489
741,68993490
742,68993490
743,68993490
741,68993495
742,68993495
743,68993495
741,68993496
742,68993496
743,68993496
741,68993498
742,68993498
743,68993498
741,68993504
742,68993504
743,68993504
741,68993505
742,68993505
743,68993505
741,68993506
742,68993506
743,68993506
741,68993507
742,68993507
743,68993507
741,68993523
742,68993523
743,68993523
741,68995412
742,68995412
743,68995412
741,68995414
742,68995414
743,68995414
741,68995417
742,68995417
743,68995417
741,68995418
742,68995418
743,68995418
741,68995420
742,68995420
743,68995420
741,68995422
742,68995422
743,68995422
741,68995424
742,68995424
743,68995424
741,68995425
742,68995425
743,68995425
741,68995426
742,68995426
743,68995426
741,68995430
742,68995430
743,68995430
741,68995431
742,68995431
743,68995431
741,68995433
742,68995433
743,68995433
741,68995436
742,68995436
743,68995436
741,68995438
742,68995438
743,68995438
741,68995440
742,68995440
743,68995440
741,68995442
742,68995442
743,68995442
741,68995444
742,68995444
743,68995444
741,68995446
742,68995446
743,68995446
741,68995448
742,68995448
743,68995448
741,68995450
742,68995450
743,68995450
741,68995451
742,68995451
743,68995451
741,68995453
742,68995453
743,68995453
741,68995454
742,68995454
743,68995454
741,68995458
742,68995458
743,68995458
741,68995462
742,68995462
743,68995462
741,68995463
742,68995463
743,68995463
741,68995464
742,68995464
743,68995464
741,68995465
742,68995465
743,68995465
741,68995469
742,68995469
743,68995469
741,68995471
742,68995471
743,68995471
741,68995472
742,68995472
743,68995472
741,68995474
742,68995474
743,68995474
741,68995475
742,68995475
743,68995475
741,68995483
742,68995483
743,68995483
741,68995968
742,68995968
743,68995968
741,68995971
742,68995971
743,68995971
741,68995975
742,68995975
743,68995975
741,68995983
742,68995983
743,68995983
741,68996193
742,68996193
743,68996193
741,68996414
742,68996414
743,68996414
741,68996418
742,68996418
743,68996418
741,68996419
742,68996419
743,68996419
741,68996420
742,68996420
743,68996420
741,68996421
742,68996421
743,68996421
741,68996427
742,68996427
743,68996427
741,68996430
742,68996430
743,68996430
741,68996431
742,68996431
743,68996431
741,68996432
742,68996432
743,68996432
741,68996433
742,68996433
743,68996433
741,68996435
742,68996435
743,68996435
741,68996437
742,68996437
743,68996437
741,69110984
742,69110984
743,69110984
741,69110986
742,69110986
743,69110986
741,69110987
742,69110987
743,69110987
741,69110989
742,69110989
743,69110989
741,69110991
742,69110991
743,69110991
741,69110992
742,69110992
743,69110992
741,69110994
742,69110994
743,69110994
741,69110995
742,69110995
743,69110995
741,69110996
742,69110996
743,69110996
741,69110997
742,69110997
743,69110997
741,69110998
742,69110998
743,69110998
741,69111007
742,69111007
743,69111007
741,69111008
742,69111008
743,69111008
741,69111010
742,69111010
743,69111010
741,69111015
742,69111015
743,69111015
741,69111016
742,69111016
743,69111016
741,69111018
742,69111018
743,69111018
741,69111021
742,69111021
743,69111021
741,69111024
742,69111024
743,69111024
741,69111026
742,69111026
743,69111026
741,69111027
742,69111027
743,69111027
741,69111028
742,69111028
743,69111028
741,69111031
742,69111031
743,69111031
741,69111034
742,69111034
743,69111034
741,69111192
742,69111192
743,69111192
741,69111249
742,69111249
743,69111249
741,69111269
742,69111269
743,69111269
741,69111271
742,69111271
743,69111271
741,69111582
742,69111582
743,69111582
741,69111648
742,69111648
743,69111648
741,69111696
742,69111696
743,69111696
741,69111948
742,69111948
743,69111948
741,69112047
742,69112047
743,69112047
741,69112094
742,69112094
743,69112094
741,69112220
742,69112220
743,69112220
741,69115749
742,69115749
743,69115749
741,69115751
742,69115751
743,69115751
741,69115757
742,69115757
743,69115757
741,69115763
742,69115763
743,69115763
741,69115764
742,69115764
743,69115764
741,69115766
742,69115766
743,69115766
741,69115767
742,69115767
743,69115767
741,69115771
742,69115771
743,69115771
741,69115772
742,69115772
743,69115772
741,69115773
742,69115773
743,69115773
741,72012495
742,72012495
743,72012495
741,72012608
742,72012608
743,72012608
741,72012617
742,72012617
743,72012617
741,72012618
742,72012618
743,72012618
741,72012628
742,72012628
743,72012628
741,72012702
742,72012702
743,72012702
741,72012810
742,72012810
743,72012810
741,72012820
742,72012820
743,72012820
741,72012871
742,72012871
743,72012871
741,72012894
742,72012894
743,72012894
741,72012902
742,72012902
743,72012902
741,72013164
742,72013164
743,72013164
741,72013166
742,72013166
743,72013166
741,72013167
742,72013167
743,72013167
741,72013187
742,72013187
743,72013187
741,72013189
742,72013189
743,72013189
741,72013241
742,72013241
743,72013241
741,72013251
742,72013251
743,72013251
741,72013311
742,72013311
743,72013311
741,72013312
742,72013312
743,72013312
741,72013314
742,72013314
743,72013314
741,72013316
742,72013316
743,72013316
741,72013424
742,72013424
743,72013424
741,72013426
742,72013426
743,72013426
741,72013438
742,72013438
743,72013438
741,72013456
742,72013456
743,72013456
741,72013510
742,72013510
743,72013510
741,72013537
742,72013537
743,72013537
741,72013538
742,72013538
743,72013538
741,72013540
742,72013540
743,72013540
741,72013542
742,72013542
743,72013542
741,72013546
742,72013546
743,72013546
741,72013547
742,72013547
743,72013547
741,72013550
742,72013550
743,72013550
741,72013551
742,72013551
743,72013551
741,72013554
742,72013554
743,72013554
741,72013556
742,72013556
743,72013556
741,72013814
742,72013814
743,72013814
741,72014199
742,72014199
743,72014199
741,72014200
742,72014200
743,72014200
741,72022239
742,72022239
743,72022239
741,72022243
742,72022243
743,72022243
741,72022248
742,72022248
743,72022248
741,72022251
742,72022251
743,72022251
741,72022252
742,72022252
743,72022252
741,72022254
742,72022254
743,72022254
741,72022260
742,72022260
743,72022260
741,72022261
742,72022261
743,72022261
741,72022262
742,72022262
743,72022262
741,72022263
742,72022263
743,72022263
741,72022264
742,72022264
743,72022264
741,72022265
742,72022265
743,72022265
741,72022282
742,72022282
743,72022282
741,71933650
742,71933650
743,71933650
741,71933651
742,71933651
743,71933651
741,71933652
742,71933652
743,71933652
741,71933654
742,71933654
743,71933654
741,71933657
742,71933657
743,71933657
741,71933658
742,71933658
743,71933658
741,71933662
742,71933662
743,71933662
741,71933786
742,71933786
743,71933786
741,71933788
742,71933788
743,71933788
741,71933790
742,71933790
743,71933790
741,71933816
742,71933816
743,71933816
741,71933837
742,71933837
743,71933837
741,71933839
742,71933839
743,71933839
741,71933841
742,71933841
743,71933841
741,71933898
742,71933898
743,71933898
741,71933901
742,71933901
743,71933901
741,71933903
742,71933903
743,71933903
741,71933904
742,71933904
743,71933904
741,71933945
742,71933945
743,71933945
741,71933976
742,71933976
743,71933976
741,71933977
742,71933977
743,71933977
741,71934041
742,71934041
743,71934041
741,71934063
742,71934063
743,71934063
741,71934064
742,71934064
743,71934064
741,71934078
742,71934078
743,71934078
741,71934100
742,71934100
743,71934100
741,71934102
742,71934102
743,71934102
741,71934152
742,71934152
743,71934152
741,71934196
742,71934196
743,71934196
741,71934198
742,71934198
743,71934198
741,71934222
742,71934222
743,71934222
741,71934224
742,71934224
743,71934224
741,71934280
742,71934280
743,71934280
741,71934281
742,71934281
743,71934281
741,71934285
742,71934285
743,71934285
741,71934345
742,71934345
743,71934345
741,71934346
742,71934346
743,71934346
741,71934353
742,71934353
743,71934353
741,71934357
742,71934357
743,71934357
741,71952713
742,71952713
743,71952713
741,71952714
742,71952714
743,71952714
741,71952715
742,71952715
743,71952715
741,71952716
742,71952716
743,71952716
741,71952718
742,71952718
743,71952718
741,71952719
742,71952719
743,71952719
741,71952724
742,71952724
743,71952724
741,71952726
742,71952726
743,71952726
741,71952727
742,71952727
743,71952727
741,71952734
742,71952734
743,71952734
741,71952747
742,71952747
743,71952747
741,72047600
742,72047600
743,72047600
741,72047603
742,72047603
743,72047603
741,72047609
742,72047609
743,72047609
741,72048125
742,72048125
743,72048125
741,72048172
742,72048172
743,72048172
741,72048274
742,72048274
743,72048274
741,72048324
742,72048324
743,72048324
741,72048336
742,72048336
743,72048336
741,72048362
742,72048362
743,72048362
741,72048396
742,72048396
743,72048396
741,72048460
742,72048460
743,72048460
741,72048520
742,72048520
743,72048520
741,72048563
742,72048563
743,72048563
741,72048566
742,72048566
743,72048566
741,72048567
742,72048567
743,72048567
741,72048569
742,72048569
743,72048569
741,72048570
742,72048570
743,72048570
741,72048571
742,72048571
743,72048571
741,72048572
742,72048572
743,72048572
741,72048577
742,72048577
743,72048577
741,72048578
742,72048578
743,72048578
741,72048581
742,72048581
743,72048581
741,72048582
742,72048582
743,72048582
741,72048587
742,72048587
743,72048587
741,72048588
742,72048588
743,72048588
741,72048589
742,72048589
743,72048589
741,72048590
742,72048590
743,72048590
741,72048591
742,72048591
743,72048591
741,72048593
742,72048593
743,72048593
741,72048597
742,72048597
743,72048597
741,72048600
742,72048600
743,72048600
741,72048601
742,72048601
743,72048601
741,72048602
742,72048602
743,72048602
741,72048603
742,72048603
743,72048603
741,72048605
742,72048605
743,72048605
741,72048611
742,72048611
743,72048611
741,72048612
742,72048612
743,72048612
741,72048897
742,72048897
743,72048897
741,72048974
742,72048974
743,72048974
741,72049390
742,72049390
743,72049390
741,72049391
742,72049391
743,72049391
741,72049392
742,72049392
743,72049392
741,72049394
742,72049394
743,72049394
741,72049396
742,72049396
743,72049396
741,72049397
742,72049397
743,72049397
741,72049398
742,72049398
743,72049398
741,72049401
742,72049401
743,72049401
741,72049406
742,72049406
743,72049406
741,72049407
742,72049407
743,72049407
741,72049413
742,72049413
743,72049413
741,72049416
742,72049416
743,72049416
741,72049417
742,72049417
743,72049417
741,72035838
742,72035838
743,72035838
741,72035882
742,72035882
743,72035882
741,72035901
742,72035901
743,72035901
741,72036124
742,72036124
743,72036124
741,72036146
742,72036146
743,72036146
741,72036242
742,72036242
743,72036242
741,72036247
742,72036247
743,72036247
741,72036251
742,72036251
743,72036251
741,72036252
742,72036252
743,72036252
741,72036254
742,72036254
743,72036254
741,72036255
742,72036255
743,72036255
741,72036256
742,72036256
743,72036256
741,72036257
742,72036257
743,72036257
741,72036258
742,72036258
743,72036258
741,72036261
742,72036261
743,72036261
741,72036265
742,72036265
743,72036265
741,72036266
742,72036266
743,72036266
741,72036268
742,72036268
743,72036268
741,72036270
742,72036270
743,72036270
741,72036274
742,72036274
743,72036274
741,72036275
742,72036275
743,72036275
741,72036277
742,72036277
743,72036277
741,72036278
742,72036278
743,72036278
741,72036281
742,72036281
743,72036281
741,72036284
742,72036284
743,72036284
741,72036287
742,72036287
743,72036287
741,72036290
742,72036290
743,72036290
741,72036291
742,72036291
743,72036291
741,72036292
742,72036292
743,72036292
741,72036293
742,72036293
743,72036293
741,72036294
742,72036294
743,72036294
741,72036297
742,72036297
743,72036297
741,72036299
742,72036299
743,72036299
741,72036860
742,72036860
743,72036860
741,72036869
742,72036869
743,72036869
741,72036959
742,72036959
743,72036959
741,72036976
742,72036976
743,72036976
741,72037043
742,72037043
743,72037043
741,72037627
742,72037627
743,72037627
741,72037628
742,72037628
743,72037628
741,72037630
742,72037630
743,72037630
741,72037631
742,72037631
743,72037631
741,72037633
742,72037633
743,72037633
741,72037640
742,72037640
743,72037640
741,72037644
742,72037644
743,72037644
741,72037646
742,72037646
743,72037646
741,72037650
742,72037650
743,72037650
741,72037651
742,72037651
743,72037651
741,72037652
742,72037652
743,72037652
741,72016557
742,72016557
743,72016557
741,72016562
742,72016562
743,72016562
741,72016570
742,72016570
743,72016570
741,72017118
742,72017118
743,72017118
741,72017202
742,72017202
743,72017202
741,72017278
742,72017278
743,72017278
741,72017290
742,72017290
743,72017290
741,72017292
742,72017292
743,72017292
741,72017295
742,72017295
743,72017295
741,72017297
742,72017297
743,72017297
741,72017303
742,72017303
743,72017303
741,72017304
742,72017304
743,72017304
741,72017305
742,72017305
743,72017305
741,72017306
742,72017306
743,72017306
741,72017307
742,72017307
743,72017307
741,72017308
742,72017308
743,72017308
741,72017309
742,72017309
743,72017309
741,72017311
742,72017311
743,72017311
741,72017313
742,72017313
743,72017313
741,72017317
742,72017317
743,72017317
741,72017318
742,72017318
743,72017318
741,72017319
742,72017319
743,72017319
741,72017322
742,72017322
743,72017322
741,72017326
742,72017326
743,72017326
741,72017327
742,72017327
743,72017327
741,72017328
742,72017328
743,72017328
741,72017330
742,72017330
743,72017330
741,72017332
742,72017332
743,72017332
741,72017337
742,72017337
743,72017337
741,72017340
742,72017340
743,72017340
741,72017341
742,72017341
743,72017341
741,72017342
742,72017342
743,72017342
741,72017343
742,72017343
743,72017343
741,72017863
742,72017863
743,72017863
741,72017985
742,72017985
743,72017985
741,72017993
742,72017993
743,72017993
741,72017998
742,72017998
743,72017998
741,72018029
742,72018029
743,72018029
741,72022315
742,72022315
743,72022315
741,72022316
742,72022316
743,72022316
741,72022317
742,72022317
743,72022317
741,72022318
742,72022318
743,72022318
741,72022320
742,72022320
743,72022320
741,72022333
742,72022333
743,72022333
741,72022335
742,72022335
743,72022335
741,72022336
742,72022336
743,72022336
741,72022338
742,72022338
743,72022338
741,72022339
742,72022339
743,72022339
741,72022343
742,72022343
743,72022343
741,71942354
742,71942354
743,71942354
741,71942384
742,71942384
743,71942384
741,71942434
742,71942434
743,71942434
741,71942448
742,71942448
743,71942448
741,71943092
742,71943092
743,71943092
741,71943180
742,71943180
743,71943180
741,71943182
742,71943182
743,71943182
741,71943183
742,71943183
743,71943183
741,71943185
742,71943185
743,71943185
741,71943186
742,71943186
743,71943186
741,71943187
742,71943187
743,71943187
741,71943189
742,71943189
743,71943189
741,71943191
742,71943191
743,71943191
741,71943192
742,71943192
743,71943192
741,71943197
742,71943197
743,71943197
741,71943198
742,71943198
743,71943198
741,71943199
742,71943199
743,71943199
741,71943200
742,71943200
743,71943200
741,71943201
742,71943201
743,71943201
741,71943203
742,71943203
743,71943203
741,71943206
742,71943206
743,71943206
741,71943208
742,71943208
743,71943208
741,71943209
742,71943209
743,71943209
741,71943211
742,71943211
743,71943211
741,71943216
742,71943216
743,71943216
741,71943218
742,71943218
743,71943218
741,71943220
742,71943220
743,71943220
741,71943221
742,71943221
743,71943221
741,71943223
742,71943223
743,71943223
741,71943224
742,71943224
743,71943224
741,71943226
742,71943226
743,71943226
741,71943229
742,71943229
743,71943229
741,71943314
742,71943314
743,71943314
741,71943319
742,71943319
743,71943319
741,71954035
742,71954035
743,71954035
741,71954036
742,71954036
743,71954036
741,71954040
742,71954040
743,71954040
741,71954042
742,71954042
743,71954042
741,71954043
742,71954043
743,71954043
741,71954045
742,71954045
743,71954045
741,71954056
742,71954056
743,71954056
741,71954057
742,71954057
743,71954057
741,71954058
742,71954058
743,71954058
741,71954059
742,71954059
743,71954059
741,71954060
742,71954060
743,71954060
741,71954062
742,71954062
743,71954062
741,71954063
742,71954063
743,71954063
741,71944165
742,71944165
743,71944165
741,71944167
742,71944167
743,71944167
741,71944563
742,71944563
743,71944563
741,71944586
742,71944586
743,71944586
741,71944590
742,71944590
743,71944590
741,71944594
742,71944594
743,71944594
741,71944595
742,71944595
743,71944595
741,71944597
742,71944597
743,71944597
741,71944599
742,71944599
743,71944599
741,71944601
742,71944601
743,71944601
741,71944602
742,71944602
743,71944602
741,71944606
742,71944606
743,71944606
741,71944607
742,71944607
743,71944607
741,71944612
742,71944612
743,71944612
741,71944613
742,71944613
743,71944613
741,71944614
742,71944614
743,71944614
741,71944616
742,71944616
743,71944616
741,71944618
742,71944618
743,71944618
741,71944620
742,71944620
743,71944620
741,71944621
742,71944621
743,71944621
741,71944624
742,71944624
743,71944624
741,71944633
742,71944633
743,71944633
741,71944636
742,71944636
743,71944636
741,71944645
742,71944645
743,71944645
741,71944647
742,71944647
743,71944647
741,71944652
742,71944652
743,71944652
741,71944713
742,71944713
743,71944713
741,71944714
742,71944714
743,71944714
741,71944725
742,71944725
743,71944725
741,71944733
742,71944733
743,71944733
741,71944734
742,71944734
743,71944734
741,71944800
742,71944800
743,71944800
741,71944801
742,71944801
743,71944801
741,71944813
742,71944813
743,71944813
741,71944816
742,71944816
743,71944816
741,71944824
742,71944824
743,71944824
741,71944874
742,71944874
743,71944874
741,71944877
742,71944877
743,71944877
741,71944923
742,71944923
743,71944923
741,71945125
742,71945125
743,71945125
741,71945126
742,71945126
743,71945126
741,71954130
742,71954130
743,71954130
741,71954156
742,71954156
743,71954156
741,71954165
742,71954165
743,71954165
741,71954168
742,71954168
743,71954168
741,71954171
742,71954171
743,71954171
741,71954178
742,71954178
743,71954178
741,71954350
742,71954350
743,71954350
741,71954351
742,71954351
743,71954351
741,71954363
742,71954363
743,71954363
741,71954380
742,71954380
743,71954380
741,71954381
742,71954381
743,71954381
741,71954386
742,71954386
743,71954386
741,71954441
742,71954441
743,71954441
741,72039743
742,72039743
743,72039743
741,72039788
742,72039788
743,72039788
741,72039897
742,72039897
743,72039897
741,72039907
742,72039907
743,72039907
741,72039958
742,72039958
743,72039958
741,72039981
742,72039981
743,72039981
741,72039989
742,72039989
743,72039989
741,72040250
742,72040250
743,72040250
741,72040252
742,72040252
743,72040252
741,72040253
742,72040253
743,72040253
741,72040273
742,72040273
743,72040273
741,72040275
742,72040275
743,72040275
741,72040327
742,72040327
743,72040327
741,72040337
742,72040337
743,72040337
741,72040397
742,72040397
743,72040397
741,72040398
742,72040398
743,72040398
741,72040400
742,72040400
743,72040400
741,72040402
742,72040402
743,72040402
741,72040510
742,72040510
743,72040510
741,72040512
742,72040512
743,72040512
741,72040524
742,72040524
743,72040524
741,72040542
742,72040542
743,72040542
741,72040596
742,72040596
743,72040596
741,72040623
742,72040623
743,72040623
741,72040624
742,72040624
743,72040624
741,72040626
742,72040626
743,72040626
741,72040628
742,72040628
743,72040628
741,72040632
742,72040632
743,72040632
741,72040633
742,72040633
743,72040633
741,72040636
742,72040636
743,72040636
741,72040637
742,72040637
743,72040637
741,72040640
742,72040640
743,72040640
741,72040642
742,72040642
743,72040642
741,72041003
742,72041003
743,72041003
741,72041012
742,72041012
743,72041012
741,72041102
742,72041102
743,72041102
741,72041119
742,72041119
743,72041119
741,72041186
742,72041186
743,72041186
741,72041506
742,72041506
743,72041506
741,72041507
742,72041507
743,72041507
741,72041508
742,72041508
743,72041508
741,72041513
742,72041513
743,72041513
741,72041514
742,72041514
743,72041514
741,72041517
742,72041517
743,72041517
741,72041522
742,72041522
743,72041522
741,72041528
742,72041528
743,72041528
741,72041529
742,72041529
743,72041529
741,72041530
742,72041530
743,72041530
741,72041531
742,72041531
743,72041531
741,72041542
742,72041542
743,72041542
741,71947785
742,71947785
743,71947785
741,71947793
742,71947793
743,71947793
741,71947977
742,71947977
743,71947977
741,71947981
742,71947981
743,71947981
741,71947982
742,71947982
743,71947982
741,71948350
742,71948350
743,71948350
741,71948352
742,71948352
743,71948352
741,71948353
742,71948353
743,71948353
741,71948356
742,71948356
743,71948356
741,71948357
742,71948357
743,71948357
741,71948359
742,71948359
743,71948359
741,71948361
742,71948361
743,71948361
741,71948364
742,71948364
743,71948364
741,71948365
742,71948365
743,71948365
741,71948367
742,71948367
743,71948367
741,71948371
742,71948371
743,71948371
741,71948372
742,71948372
743,71948372
741,71948374
742,71948374
743,71948374
741,71948375
742,71948375
743,71948375
741,71948376
742,71948376
743,71948376
741,71948378
742,71948378
743,71948378
741,71948382
742,71948382
743,71948382
741,71948385
742,71948385
743,71948385
741,71948386
742,71948386
743,71948386
741,71948387
742,71948387
743,71948387
741,71948391
742,71948391
743,71948391
741,71948392
742,71948392
743,71948392
741,71948394
742,71948394
743,71948394
741,71948395
742,71948395
743,71948395
741,71948397
742,71948397
743,71948397
741,71948401
742,71948401
743,71948401
741,71948402
742,71948402
743,71948402
741,71948762
742,71948762
743,71948762
741,71954550
742,71954550
743,71954550
741,71954552
742,71954552
743,71954552
741,71954553
742,71954553
743,71954553
741,71954557
742,71954557
743,71954557
741,71954559
742,71954559
743,71954559
741,71954560
742,71954560
743,71954560
741,71954561
742,71954561
743,71954561
741,71954562
742,71954562
743,71954562
741,71954564
742,71954564
743,71954564
741,71954565
742,71954565
743,71954565
741,71954566
742,71954566
743,71954566
741,71949560
742,71949560
743,71949560
741,71949561
742,71949561
743,71949561
741,71949562
742,71949562
743,71949562
741,71949563
742,71949563
743,71949563
741,71949564
742,71949564
743,71949564
741,71949566
742,71949566
743,71949566
741,71949568
742,71949568
743,71949568
741,71949569
742,71949569
743,71949569
741,71949570
742,71949570
743,71949570
741,71949574
742,71949574
743,71949574
741,71949575
742,71949575
743,71949575
741,71949577
742,71949577
743,71949577
741,71949580
742,71949580
743,71949580
741,71949582
742,71949582
743,71949582
741,71949583
742,71949583
743,71949583
741,71949585
742,71949585
743,71949585
741,71949588
742,71949588
743,71949588
